employee_id,attrition_probability,risk_level,recommendation,action_taken,escalated,evidence,targets_drivers,cited_features,status,tool_calls
EMP1766,0.8071,High,Review workload and reduce overtime,True,False,"['Working overtime is 1 vs cohort mean 0.3 (70th percentile, worst 30% of the cohort), contributing +1.21 to the risk logit.', 'Job involvement is 1 vs cohort mean 2.66 (0th percentile, the worst in the cohort), contributing +0.98 to the risk logit.', 'Commute distance is 18 vs cohort mean 9.1 (81st percentile, worst 19% of the cohort), contributing +0.50 to the risk logit.', 'Environment satisfaction is 2 vs cohort mean 2.69 (21st percentile, worst 21% of the cohort), contributing +0.43 to the risk logit.']",['OverTime_flag'],"['OverTime_flag', 'JobInvolvement', 'DistanceFromHome', 'EnvironmentSatisfaction']",APPROVED_FOR_REVIEW,10
EMP920,0.321,Low,,False,False,"['Environment satisfaction is 1 vs cohort mean 2.69 (0th percentile, the worst in the cohort), contributing +1.06 to the risk logit.']",[],['EnvironmentSatisfaction'],NO_ACTION,3
EMP1714,0.5384,Medium,Assign an onboarding mentor,True,False,"['Job involvement is 1 vs cohort mean 2.66 (0th percentile, the worst in the cohort), contributing +0.98 to the risk logit.', 'Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.', 'Commute distance is 22 vs cohort mean 9.1 (88th percentile, worst 12% of the cohort), contributing +0.73 to the risk logit.']",['JobInvolvement'],"['JobInvolvement', 'JobLevel', 'DistanceFromHome']",APPROVED_FOR_REVIEW,7
EMP816,0.8939,High,Review workload and reduce overtime,True,False,"['Working overtime is 1 vs cohort mean 0.3 (70th percentile, worst 30% of the cohort), contributing +1.21 to the risk logit.', 'Job satisfaction is 1 vs cohort mean 2.76 (0th percentile, the worst in the cohort), contributing +0.83 to the risk logit.', 'Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.', 'Environment satisfaction is 2 vs cohort mean 2.69 (21st percentile, worst 21% of the cohort), contributing +0.43 to the risk logit.']",['OverTime_flag'],"['OverTime_flag', 'JobSatisfaction', 'JobLevel', 'EnvironmentSatisfaction']",APPROVED_FOR_REVIEW,10
EMP556,0.5848,Medium,Review workload and reduce overtime,True,False,"['Working overtime is 1 vs cohort mean 0.3 (70th percentile, worst 30% of the cohort), contributing +1.21 to the risk logit.', 'Business travel frequency is 2 vs cohort mean 1.1 (81st percentile, worst 19% of the cohort), contributing +1.18 to the risk logit.', 'Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.']",['OverTime_flag'],"['OverTime_flag', 'BusinessTravel_freq', 'JobLevel']",APPROVED_FOR_REVIEW,6
EMP10,0.6366,High,Review workload and reduce overtime,True,False,"['Working overtime is 1 vs cohort mean 0.3 (70th percentile, worst 30% of the cohort), contributing +1.21 to the risk logit.', 'Job satisfaction is 1 vs cohort mean 2.76 (0th percentile, the worst in the cohort), contributing +0.83 to the risk logit.', 'Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.', 'Relationship satisfaction is 1 vs cohort mean 2.77 (0th percentile, the worst in the cohort), contributing +0.60 to the risk logit.']",['OverTime_flag'],"['OverTime_flag', 'JobSatisfaction', 'JobLevel', 'RelationshipSatisfaction']",APPROVED_FOR_REVIEW,10
EMP1935,0.2289,Low,,False,False,"['Job satisfaction is 1 vs cohort mean 2.76 (0th percentile, the worst in the cohort), contributing +0.83 to the risk logit.']",[],['JobSatisfaction'],NO_ACTION,3
EMP1746,0.5447,Medium,Review team environment and working conditions,True,False,"['Business travel frequency is 2 vs cohort mean 1.1 (81st percentile, worst 19% of the cohort), contributing +1.18 to the risk logit.', 'Environment satisfaction is 1 vs cohort mean 2.69 (0th percentile, the worst in the cohort), contributing +1.06 to the risk logit.', 'Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.']",['EnvironmentSatisfaction'],"['BusinessTravel_freq', 'EnvironmentSatisfaction', 'JobLevel']",APPROVED_FOR_REVIEW,6
EMP1044,0.097,Low,,False,False,"['Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.', 'Environment satisfaction is 2 vs cohort mean 2.69 (21st percentile, worst 21% of the cohort), contributing +0.43 to the risk logit.', 'Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.']",[],"['JobLevel', 'EnvironmentSatisfaction', 'StockOptionLevel']",NO_ACTION,5
EMP1379,0.6191,High,Review compensation and equity package,True,False,"['Business travel frequency is 2 vs cohort mean 1.1 (81st percentile, worst 19% of the cohort), contributing +1.18 to the risk logit.', 'Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.', 'Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.']",['StockOptionLevel'],"['BusinessTravel_freq', 'JobLevel', 'StockOptionLevel']",APPROVED_FOR_REVIEW,6
EMP113,0.3595,Medium,Assign an onboarding mentor,True,False,"['Job satisfaction is 1 vs cohort mean 2.76 (0th percentile, the worst in the cohort), contributing +0.83 to the risk logit.', 'Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.']",['JobSatisfaction'],"['JobSatisfaction', 'JobLevel']",APPROVED_FOR_REVIEW,6
EMP1801,0.2737,Low,,False,False,"['Commute distance is 26 vs cohort mean 9.1 (96th percentile, worst 4% of the cohort), contributing +0.95 to the risk logit.', 'Environment satisfaction is 2 vs cohort mean 2.69 (21st percentile, worst 21% of the cohort), contributing +0.43 to the risk logit.', 'Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.']",[],"['DistanceFromHome', 'EnvironmentSatisfaction', 'StockOptionLevel']",NO_ACTION,5
EMP701,0.3675,Medium,Review workload and reduce overtime,True,False,"['Working overtime is 1 vs cohort mean 0.3 (70th percentile, worst 30% of the cohort), contributing +1.21 to the risk logit.', 'Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.', 'Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.']",['OverTime_flag'],"['OverTime_flag', 'JobLevel', 'StockOptionLevel']",APPROVED_FOR_REVIEW,7
EMP1215,0.0124,Low,,False,False,"['Business travel frequency is 2 vs cohort mean 1.1 (81st percentile, worst 19% of the cohort), contributing +1.18 to the risk logit.', 'Job satisfaction is 1 vs cohort mean 2.76 (0th percentile, the worst in the cohort), contributing +0.83 to the risk logit.']",[],"['BusinessTravel_freq', 'JobSatisfaction']",NO_ACTION,4
EMP1206,0.2145,Low,,False,False,"['Job involvement is 1 vs cohort mean 2.66 (0th percentile, the worst in the cohort), contributing +0.98 to the risk logit.', 'Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.', 'Commute distance is 17 vs cohort mean 9.1 (80th percentile, worst 20% of the cohort), contributing +0.44 to the risk logit.', 'Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.']",[],"['JobInvolvement', 'JobLevel', 'DistanceFromHome', 'StockOptionLevel']",NO_ACTION,6
EMP487,0.0307,Low,,False,False,"['Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.']",[],['StockOptionLevel'],NO_ACTION,3
EMP675,0.2847,Low,,False,False,"['Environment satisfaction is 1 vs cohort mean 2.69 (0th percentile, the worst in the cohort), contributing +1.06 to the risk logit.', 'Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.', 'Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.']",[],"['EnvironmentSatisfaction', 'JobLevel', 'StockOptionLevel']",NO_ACTION,5
EMP1364,0.1785,Low,,False,False,"['Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.']",[],['JobLevel'],NO_ACTION,3
EMP1683,0.1892,Low,,False,False,"['Working overtime is 1 vs cohort mean 0.3 (70th percentile, worst 30% of the cohort), contributing +1.21 to the risk logit.', 'Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.', 'Relationship satisfaction is 1 vs cohort mean 2.77 (0th percentile, the worst in the cohort), contributing +0.60 to the risk logit.']",[],"['OverTime_flag', 'JobLevel', 'RelationshipSatisfaction']",NO_ACTION,5
EMP732,0.5558,Medium,Review team environment and working conditions,True,False,"['Environment satisfaction is 1 vs cohort mean 2.69 (0th percentile, the worst in the cohort), contributing +1.06 to the risk logit.', 'Job satisfaction is 1 vs cohort mean 2.76 (0th percentile, the worst in the cohort), contributing +0.83 to the risk logit.', 'Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.']",['EnvironmentSatisfaction'],"['EnvironmentSatisfaction', 'JobSatisfaction', 'StockOptionLevel']",APPROVED_FOR_REVIEW,9
EMP923,0.4215,Medium,Assign an onboarding mentor,True,False,"['Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.', 'Relationship satisfaction is 1 vs cohort mean 2.77 (0th percentile, the worst in the cohort), contributing +0.60 to the risk logit.', 'Commute distance is 18 vs cohort mean 9.1 (81st percentile, worst 19% of the cohort), contributing +0.50 to the risk logit.', 'Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.']",['RelationshipSatisfaction'],"['JobLevel', 'RelationshipSatisfaction', 'DistanceFromHome', 'StockOptionLevel']",APPROVED_FOR_REVIEW,9
EMP1966,0.1767,Low,,False,False,"['Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.']",[],['StockOptionLevel'],NO_ACTION,3
